Latitude,Longitude,Rainfall,MaxTemp,MinTemp
15.75,73.5,0.0,32.152462,19.479982
15.75,73.75,0.0,32.152462,19.479982
15.75,74.0,0.0,32.152462,19.479982
15.75,74.25,0.0,31.878073,19.160833
15.75,74.5,0.0,31.878073,19.160833
15.75,74.75,0.0,31.878073,19.160833
15.75,75.0,0.0,31.878073,19.160833
15.75,75.25,0.0,31.017796,17.177559
15.75,75.5,0.0,31.017796,17.177559
15.75,75.75,0.0,31.017796,17.177559
15.75,76.0,0.0,31.017796,17.177559
15.75,76.25,0.0,30.639795,17.28523
15.75,76.5,0.0,30.639795,17.28523
15.75,76.75,0.0,30.639795,17.28523
15.75,77.0,0.0,30.639795,17.28523
15.75,77.25,0.0,30.910233,17.664991
15.75,77.5,0.0,30.910233,17.664991
15.75,77.75,0.0,30.910233,17.664991
15.75,78.0,0.0,30.910233,17.664991
15.75,78.25,0.0,31.631392,19.271833
15.75,78.5,0.0,31.631392,19.271833
15.75,78.75,0.0,31.631392,19.271833
15.75,79.0,0.0,31.631392,19.271833
15.75,79.25,0.0,31.217031,20.05269
15.75,79.5,0.0,31.217031,20.05269
15.75,79.75,0.0,31.217031,20.05269
15.75,80.0,0.0,31.217031,20.05269
15.75,80.25,0.0,30.437113,20.645779
15.75,80.75,0.0,30.437113,20.645779
16.0,73.5,0.0,32.152462,19.479982
16.0,73.75,0.0,32.152462,19.479982
16.0,74.0,0.0,32.152462,19.479982
16.0,74.25,0.0,31.878073,19.160833
16.0,74.5,0.0,31.878073,19.160833
16.0,74.75,0.0,31.878073,19.160833
16.0,75.0,0.0,31.878073,19.160833
16.0,75.25,0.0,31.017796,17.177559
16.0,75.5,0.0,31.017796,17.177559
16.0,75.75,0.0,31.017796,17.177559
16.0,76.0,0.0,31.017796,17.177559
16.0,76.25,0.0,30.639795,17.28523
16.0,76.5,0.0,30.639795,17.28523
16.0,76.75,0.0,30.639795,17.28523
16.0,77.0,0.0,30.639795,17.28523
16.0,77.25,0.0,30.910233,17.664991
16.0,77.5,0.0,30.910233,17.664991
16.0,77.75,0.0,30.910233,17.664991
16.0,78.0,0.0,30.910233,17.664991
16.0,78.25,0.0,31.631392,19.271833
16.0,78.5,0.0,31.631392,19.271833
16.0,78.75,0.0,31.631392,19.271833
16.0,79.0,0.0,31.631392,19.271833
16.0,79.25,0.0,31.217031,20.05269
16.0,79.5,0.0,31.217031,20.05269
16.0,79.75,0.0,31.217031,20.05269
16.0,80.0,0.0,31.217031,20.05269
16.0,80.25,0.0,30.437113,20.645779
16.0,80.5,0.0,30.437113,20.645779
16.0,80.75,0.0,30.437113,20.645779
16.0,81.0,0.0,30.437113,20.645779
16.25,73.25,0.0,32.15246,20.392097
